Change Component Description : Designator=SW2 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW3 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW4 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change Component Description : Designator=SW5 Old Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚? New Description=触点电流:50mA;额定电压(DC):12V;绝缘电阻:100MΩ;电路结构:单刀单掷;安装方式:直插;按钮形状:圆形按钮;按钮/盖帽颜色:黑色;作用力:260gf@±30gf;工作温度:-25℃~+70℃;引脚样式:PC引脚;开关长度:6mm;开关宽度:6mm;开关高度:6mm;带支架:否;
Change component parameters: Designator = "U4"; Footprint = "LQFP-48_L7.0-W7.0-P0.50-LS9.0-BL"; UniqueID = "\AZFUOCUM"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1M"; VariantName = "[No Variations]"
Change component parameters: Designator = "R67"; Footprint = "R0603"; UniqueID = "\KLJUEDFX"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100"; VariantName = "[No Variations]"
Change component parameters: Designator = "R68"; Footprint = "R0603"; UniqueID = "\PRVFTKLI"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1k_0.1%"; VariantName = "[No Variations]"
Change component parameters: Designator = "R69"; Footprint = "R0603"; UniqueID = "\DEMDPSND"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "100"; VariantName = "[No Variations]"
Change component parameters: Designator = "R70"; Footprint = "R0603"; UniqueID = "\ZVBKHFMD"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "3k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R71"; Footprint = "R0603"; UniqueID = "\XANWBNHJ"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R72"; Footprint = "R0603"; UniqueID = "\NAWATGBM"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R73"; Footprint = "R0603"; UniqueID = "\ZRKAYCQK"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "1k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R74"; Footprint = "R0603"; UniqueID = "\WYDZJWQR"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelId"; Value = "fc143cca1e79419f9cd78b61e9279f08"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ModelTransform"; Value = "31.8897,63.7794,0,90,0,0,0,0,0"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reuse Block"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Footprint"; Value = "0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Symbol"; Value = "电阻"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "3k"; VariantName = "[No Variations]"
Change component parameters: Designator = "R75"; Footprint = "R0603"; UniqueID = "\NPJJGFFU"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "AddInBom"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Channel ID"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ConvertToPcb"; Value = "yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device"; Value = "Res_0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "FootprintName"; Value = "R0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Group ID"; Value = ""; VariantName = "[No Variations]"
